1380583800,75
1380587400,75
1380591000,75
1380594600,75
1380598200,74
1380601800,74
1380605400,74
1380609000,74
1380612600,74
1380616200,72
1380619800,67
1380623400,65
1380627000,61
1380630600,60
1380634200,60
1380637800,60
1380641400,60
1380645000,61
1380648600,66
1380652200,69
1380655800,73
1380659400,73
1380663000,74
1380666600,75
1380670200,75
1380673800,75
1380677400,75
1380681000,75
1380684600,75
1380688200,74
1380691800,78
1380695400,77
1380699000,75
1380702600,73
1380706200,66
1380709800,60
1380713400,59
1380717000,59
1380720600,60
1380724200,60
1380727800,63
1380731400,62
1380735000,65
1380738600,69
1380742200,73
1380745800,73
1380749400,80
1380753000,80
1380756600,80
1380760200,80
1380763800,80
1380767400,81
1380771000,81
1380774600,76
1380778200,84
1380781800,86
1380785400,85
1380789000,81
1380792600,75
1380796200,66
1380799800,61
1380803400,60
1380807000,60
1380810600,61
1380814200,63
1380817800,60
1380821400,60
1380825000,69
1380828600,73
1380832200,71
1380835800,71
1380839400,73
1380843000,73
1380846600,73
1380850200,73
1380853800,73
1380857400,73
1380861000,81
1380864600,69
1380868200,71
1380871800,70
1380875400,68
1380911400,67
1380915000,68
1380918600,68
1380922200,68
1380925800,68
1380929400,68
1380933000,68
1380936600,68
1380940200,69
1380943800,68
1380947400,73
1380951000,67
1380954600,67
1380958200,68
1380961800,66
1380965400,64
1380969000,60
1380972600,58
1380976200,56
1380979800,55
1380983400,56
1380987000,57
1380990600,57
1380994200,73
1380997800,73
1381001400,71
1381005000,67
1381008600,67
1381012200,67
1381015800,69
1381019400,70
1381023000,68
1381026600,68
1381030200,68
1381033800,68
1381037400,69
1381041000,68
1381044600,67
1381048200,66
1381051800,60
1381055400,60
1381059000,59
1381062600,59
1381066200,61
1381069800,61
1381073400,71
1381077000,70
1381080600,67
1381084200,68
1381087800,69
1381091400,68
1381095000,67
1381098600,69
1381102200,72
1381105800,72
1381109400,73
1381113000,73
1381116600,73
1381120200,68
1381123800,74
1381127400,74
1381131000,73
1381134600,73
1381138200,68
1381141800,64
1381152600,55
1381156200,66
1381159800,67
1381163400,68
1381167000,68
1381170600,72
1381174200,73
1381177800,73
1381181400,74
1381185000,74
1381188600,74
1381192200,74
1381195800,75
1381199400,75
1381203000,75
1381206600,73
1381210200,74
1381213800,74
1381217400,73
1381221000,69
1381224600,72
1381228200,74
1381231800,74
1381235400,67
1381239000,68
1381242600,73
1381246200,73
1381249800,73
1381253400,70
1381257000,73
1381260600,74
1381264200,74
1381267800,74
1381271400,74
1381275000,75
1381278600,76
1381282200,79
1381285800,80
1381289400,80
1381293000,75
1381296600,79
1381300200,78
1381303800,75
1381307400,74
1381311000,69
1381318200,61
1381321800,74
1381325400,75
1381329000,74
1381332600,69
1381336200,64
1381339800,68
1381343400,73
1381347000,75
1381350600,76
1381354200,75
1381357800,79
1381361400,79
1381365000,79
1381368600,79
1381372200,76
1381375800,76
1381379400,79
1381383000,76
1381386600,75
1381390200,74
1381393800,73
1381397400,69
1381401000,66
1381404600,63
1381408200,60
1381411800,58
1381415400,59
1381419000,57
1381422600,59
1381426200,63
1381429800,70
1381433400,71
1381437000,79
1381440600,80
1381444200,79
1381447800,79
1381451400,80
1381455000,79
1381458600,76
1381462200,75
1381465800,78
1381469400,79
1381473000,79
1381476600,77
1381480200,74
1381483800,68
1381487400,61
1381491000,59
1381494600,59
1381498200,58
1381501800,53
1381505400,53
1381509000,57
1381512600,59
1381516200,68
1381519800,74
